Gene,Genotype(s),Therapeutic Area(s),Drug(s)
CYP2C19,*3/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*3/*7,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*3/*8,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*3/*9,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*10/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*11/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*13/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*15/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*16/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*17/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*18/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*19/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*22/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*24/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*25/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*26/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*28/*3,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*3/*35,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*3/*36,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*3/*37,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*3/*38,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*4/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*4/*5,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*4/*6,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*4/*7,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*4/*8,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*4/*9,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*10/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*11/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*13/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*15/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*16/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*17/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*18/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*19/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*22/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*24/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*25/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*26/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*28/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS","doxepin, voriconazole, pantoprazole, omeprazole, lansoprazole, clobazam, citalopram, brivaracetam, escitalopram, sertraline, clopidogrel, dexlansoprazole, mavacamten"
CYP2C19,*35/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
CYP2C19,*36/*4,"ANTIINFECTIVES FOR SYSTEMIC USE, GENITO URINARY SYSTEM AND SEX HORMONES, BLOOD AND BLOOD FORMING ORGAN DRUGS, CARDIOVASCULAR SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS, ALIMENTARY TRACT AND METABOLISM DRUGS, MUSCULO-SKELETAL SYSTEM DRUGS, DERMATOLOGICALS","doxepin, esomeprazole, clobazam, brivaracetam, lansoprazole, carisoprodol, imipramine, sertraline, rabeprazole, trimipramine, clopidogrel, belzutifan, flibanserin, abrocitinib, citalopram, clomipramine, diazepam, amitriptyline, pantoprazole, omeprazole, escitalopram, voriconazole, dexlansoprazole, mavacamten"
