Gene,Genotype(s),Therapeutic Area(s),Drug(s)
CYP2D6,*3/*39,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, venlafaxine, meclizine, amoxapine, hydrocodone, atomoxetine, zuclopenthixol, eliglustat, fluvoxamine, pimozide, flecainide, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*40,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, zuclopenthixol, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, flecainide, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, haloperidol, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*41,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, venlafaxine, meclizine, amoxapine, hydrocodone, atomoxetine, deutetrabenazine, zuclopenthixol, eliglustat, fluvoxamine, pimozide, flecainide, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*41x2,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, venlafaxine, meclizine, amoxapine, hydrocodone, atomoxetine, zuclopenthixol, eliglustat, fluvoxamine, pimozide, flecainide, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*41x3,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*42,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, zuclopenthixol, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, flecainide, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, haloperidol, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*44,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*45,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*45x2,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","tamoxifen, atomoxetine, eliglustat, meclizine, tetrabenazine"
CYP2D6,*3/*46,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*47,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*48,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*49,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*50,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*51,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*52,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, deutetrabenazine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*53,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*54,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*55,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*56,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*59,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*60,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*62,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*68,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*69,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*81,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*91,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, deutetrabenazine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*3/*92,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*96,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*3/*99,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*100/*3,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*101/*3,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*109/*3,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, deutetrabenazine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*114/*3,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, zuclopenthixol, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, flecainide, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, haloperidol, mirabegron, imipramine, lofexidine, carvedilol"
CYP2D6,*119/*3,"ALIMENTARY TRACT AND METABOLISM DRUGS, RESPIRATORY SYSTEM DRUGS, ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, NERVOUS SYSTEM DRUGS","doxepin, nortriptyline, desipramine, clomipramine, tramadol, meclizine, amoxapine, hydrocodone, atomoxetine, deutetrabenazine, eliglustat, fluvoxamine, amitriptyline, paroxetine, tamoxifen, codeine, trimipramine, tetrabenazine, thioridazine, imipramine"
CYP2D6,*120/*3,"ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS, ALIMENTARY TRACT AND METABOLISM DRUGS, GENITO URINARY SYSTEM AND SEX HORMONES, NERVOUS SYSTEM DRUGS, RESPIRATORY SYSTEM DRUGS, CARDIOVASCULAR SYSTEM DRUGS","doxepin, fluoxetine, nortriptyline, desipramine, clomipramine, tramadol, fesoterodine, dextromethorphan hydrobromide / bupropion hydrochloride, venlafaxine, galantamine, meclizine, tolterodine, amphetamine, metoclopramide, amoxapine, dextromethorphan / quinidine, brexpiprazole, hydrocodone, propranolol, nebivolol, clozapine, donepezil, atomoxetine, deutetrabenazine, pitolisant, eliglustat, oliceridine, aripiprazole, fluvoxamine, iloperidone, gefitinib, pimozide, viloxazine, amitriptyline, propafenone, paroxetine, tamoxifen, metoprolol, codeine, aripiprazole lauroxil, tamsulosin, trimipramine, darifenacin, tetrabenazine, perphenazine, protriptyline, vortioxetine, thioridazine, risperidone, valbenazine, cevimeline, mirabegron, imipramine, lofexidine, carvedilol"
