Gene,Genotype(s),Therapeutic Area(s),Drug(s)
CYP2B6,*12/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*13,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*17,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*18,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*19,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*20,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*26,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*28,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*29,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*31,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*32,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*13/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*18,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*19,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*20,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*26,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*28,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*29,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*17/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*18,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*19,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*20,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*26,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*28,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*29,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*31,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*32,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*18/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*19,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*20,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*26,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*28,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*29,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*31,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*32,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*19/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*20,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*26,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*28,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*29,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*31,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*32,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*20/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*26,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*28,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*29,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*31,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*32,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*26/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*28,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*29,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*31,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*32,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*28/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*29,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*31,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*32,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*29/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*30,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*31,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*32,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*30/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*31/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*32/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*34,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*34/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*36,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*36/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*37,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*37/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*38,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*38/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*39/*39,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*39/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*39/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*39/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*39/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*40/*40,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*40/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*40/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*40/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*41/*41,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*41/*42,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
CYP2B6,*41/*43,"NERVOUS SYSTEM DRUGS, ANTIINFECTIVES FOR SYSTEMIC USE","sertraline, efavirenz"
